pop,ind,geo,pos_start,pos_end,pos_len,map_start,map_end,map_len,source
Karitiana,B_Karitiana-3,America,228076000,228448000,372000,220.38851451316594,220.6773611111111,0.2888,frog
Karitiana,B_Karitiana-3,America,233468000,233488000,20000,228.59340776107274,228.7325988275862,0.1392,frog
Karitiana,B_Karitiana-3,America,18362000,18454000,92000,3.058430215827338,3.18953033286451,0.1311,frog
Karitiana,B_Karitiana-3,America,18896000,18942000,46000,4.063828553459119,4.0990838541666665,0.0353,frog
Karitiana,B_Karitiana-3,America,14314000,14394000,80000,27.027185338094174,27.157538416988416,0.1304,frog
Karitiana,B_Karitiana-3,America,105632000,105694000,62000,110.2643079571106,110.30138861578266,0.0371,frog
Karitiana,B_Karitiana-3,America,168862000,168894000,32000,162.3507833373875,162.39541006585137,0.0446,frog
Karitiana,B_Karitiana-3,America,121636000,121762000,126000,119.24505045045045,119.36382696348174,0.1188,frog
Karitiana,B_Karitiana-3,America,92438000,92524000,86000,90.62268797250859,90.66358647540983,0.0409,frog
Karitiana,B_Karitiana-3,America,138904000,138942000,38000,133.3423789968652,133.38458728070177,0.0422,frog
Karitiana,B_Karitiana-3,America,147350000,147420000,70000,148.38880062287657,148.49889906868452,0.1101,frog
Karitiana,B_Karitiana-3,America,13462000,13500000,38000,19.041837711069416,19.067936558139536,0.0261,frog
Karitiana,B_Karitiana-3,America,107718000,107744000,26000,96.12286359338061,96.19831660377358,0.0755,frog
Karitiana,S_Karitiana-1,America,62026000,62102000,76000,82.07698486973948,82.21785654205607,0.1409,frog
Karitiana,S_Karitiana-1,America,236626000,236652000,26000,238.46517449605608,238.6163125247852,0.1511,frog
Karitiana,S_Karitiana-1,America,13208000,13254000,46000,26.40248358778626,26.46900065789474,0.0665,frog
Karitiana,S_Karitiana-1,America,2752000,2796000,44000,0.24043023255813953,0.3107831252001281,0.0704,frog
Karitiana,S_Karitiana-1,America,24054000,24076000,22000,7.205495106649938,7.25833051948052,0.0528,frog
Karitiana,S_Karitiana-1,America,111716000,111772000,56000,117.0568494117647,117.10781998375305,0.051,frog
Karitiana,S_Karitiana-1,America,26914000,26942000,28000,3.9586777264858624,4.003,0.0443,frog
Karitiana,S_Karitiana-1,America,13956000,14110000,154000,32.85649341637011,32.981109072580644,0.1246,frog
Karitiana,S_Karitiana-1,America,11800000,11824000,24000,22.740331414868105,22.82302270486753,0.0827,frog
Karitiana,S_Karitiana-1,America,228058000,228112000,54000,220.2475,220.42787523302263,0.1804,frog
Karitiana,S_Karitiana-1,America,228248000,228474000,226000,220.57106283502085,220.8014,0.2303,frog
Karitiana,S_Karitiana-1,America,233468000,233488000,20000,228.59340776107274,228.7325988275862,0.1392,frog
Karitiana,S_Karitiana-1,America,18362000,18454000,92000,3.058430215827338,3.18953033286451,0.1311,frog
Karitiana,S_Karitiana-1,America,18896000,18942000,46000,4.063828553459119,4.0990838541666665,0.0353,frog
Karitiana,S_Karitiana-1,America,73916000,74028000,112000,96.09825069637883,96.33520427872861,0.237,frog
Karitiana,S_Karitiana-1,America,105632000,105694000,62000,110.2643079571106,110.30138861578266,0.0371,frog
Karitiana,S_Karitiana-1,America,37722000,37752000,30000,52.229644868035194,52.27057044167611,0.0409,frog
Karitiana,S_Karitiana-1,America,163970000,163996000,26000,156.87694119513486,156.97807454774926,0.1011,frog
Karitiana,S_Karitiana-1,America,168862000,168896000,34000,162.3507833373875,162.39653894637817,0.0458,frog
Karitiana,S_Karitiana-1,America,82158000,82190000,32000,90.41476265912306,90.4617166197183,0.047,frog
Karitiana,S_Karitiana-1,America,121636000,121762000,126000,119.24505045045045,119.36382696348174,0.1188,frog
Karitiana,S_Karitiana-1,America,40676000,40770000,94000,53.48269328512397,53.550366825775654,0.0677,frog
Karitiana,S_Karitiana-1,America,92438000,92524000,86000,90.62268797250859,90.66358647540983,0.0409,frog
Karitiana,S_Karitiana-1,America,138904000,138944000,40000,133.3423789968652,133.3857,0.0433,frog
Karitiana,S_Karitiana-1,America,125218000,125468000,250000,122.29429263157894,122.5152,0.2209,frog
Karitiana,S_Karitiana-1,America,147312000,147420000,108000,148.26574372402328,148.49889906868452,0.2332,frog
Karitiana,S_Karitiana-1,America,53832000,53906000,74000,61.64740878787879,61.75084017094017,0.1034,frog
Karitiana,S_Karitiana-1,America,13462000,13500000,38000,19.041837711069416,19.067936558139536,0.0261,frog
Karitiana,S_Karitiana-1,America,107716000,107744000,28000,96.1225,96.19831660377358,0.0758,frog
Karitiana,S_Karitiana-2,America,57588000,57776000,188000,75.36076511799409,75.70332402402403,0.3426,frog
Karitiana,S_Karitiana-2,America,13208000,13254000,46000,26.40248358778626,26.46900065789474,0.0665,frog
Karitiana,S_Karitiana-2,America,95870000,95976000,106000,93.75334904160823,93.87507484662576,0.1217,frog
Karitiana,S_Karitiana-2,America,113578000,113770000,192000,109.5315,109.56559841040463,0.0341,frog
Karitiana,S_Karitiana-2,America,111716000,111774000,58000,117.0568494117647,117.11103582474227,0.0542,frog
Karitiana,S_Karitiana-2,America,13956000,14110000,154000,32.85649341637011,32.981109072580644,0.1246,frog
Karitiana,S_Karitiana-2,America,64480000,64538000,58000,84.63290542972386,84.66061124161074,0.0277,frog
Karitiana,S_Karitiana-2,America,40044000,40078000,34000,56.36368553248493,56.41374450171821,0.0501,frog
Karitiana,S_Karitiana-2,America,46344000,46406000,62000,64.34218075880759,64.47648719723183,0.1343,frog
Karitiana,S_Karitiana-2,America,228248000,228474000,226000,220.57106283502085,220.8014,0.2303,frog
Karitiana,S_Karitiana-2,America,233468000,233488000,20000,228.59340776107274,228.7325988275862,0.1392,frog
Karitiana,S_Karitiana-2,America,233716000,233798000,82000,229.1783,229.211352899647,0.0331,frog
Karitiana,S_Karitiana-2,America,125240000,125304000,64000,128.66057623049218,128.68625442655934,0.0257,frog
Karitiana,S_Karitiana-2,America,168862000,168902000,40000,162.3507833373875,162.401105619742,0.0503,frog
Karitiana,S_Karitiana-2,America,92366000,92524000,158000,90.61519166666668,90.66358647540983,0.0484,frog
Karitiana,S_Karitiana-2,America,138904000,138944000,40000,133.3423789968652,133.3857,0.0433,frog
Karitiana,S_Karitiana-2,America,14032000,14098000,66000,20.237514031485283,20.3099,0.0724,frog
Karitiana,S_Karitiana-2,America,14140000,14172000,32000,20.335820801364026,20.46052162162162,0.1247,frog
Karitiana,S_Karitiana-2,America,125218000,125386000,168000,122.29429263157894,122.33100178343949,0.0367,frog
Karitiana,S_Karitiana-2,America,147312000,147420000,108000,148.26574372402328,148.49889906868452,0.2332,frog
Karitiana,S_Karitiana-2,America,13462000,13500000,38000,19.041837711069416,19.067936558139536,0.0261,frog
Karitiana,S_Karitiana-2,America,107718000,107748000,30000,96.12286359338061,96.22909859845831,0.1062,frog
Mayan,S_Mayan-1,America,57588000,57776000,188000,75.36076511799409,75.70332402402403,0.3426,frog
Mayan,S_Mayan-1,America,62026000,62102000,76000,82.07698486973948,82.21785654205607,0.1409,frog
Mayan,S_Mayan-1,America,19724000,19788000,64000,37.84947462686567,37.8842400862069,0.0348,frog
Mayan,S_Mayan-1,America,114596000,114674000,78000,122.84908422965115,122.95492217681222,0.1058,frog
Mayan,S_Mayan-1,America,36414000,36462000,48000,49.666955344116715,49.906558133773736,0.2396,frog
Mayan,S_Mayan-1,America,41604000,41698000,94000,53.34378064516129,53.42366251241311,0.0799,frog
Mayan,S_Mayan-1,America,24054000,24076000,22000,7.205495106649938,7.25833051948052,0.0528,frog
Mayan,S_Mayan-1,America,71574000,71724000,150000,61.2683716362281,61.34191783919598,0.0735,frog
Mayan,S_Mayan-1,America,111656000,111718000,62000,116.99814652777778,117.06390348837209,0.0658,frog
Mayan,S_Mayan-1,America,98838000,98934000,96000,94.01306527777777,94.05917550200803,0.0461,frog
Mayan,S_Mayan-1,America,21262000,21356000,94000,37.19999900990099,37.26528612634267,0.0653,frog
Mayan,S_Mayan-1,America,22298000,22428000,130000,37.520999928469244,37.60771412305671,0.0867,frog
Mayan,S_Mayan-1,America,77820000,77852000,32000,117.20338175182482,117.25138799765809,0.048,frog
Mayan,S_Mayan-1,America,228058000,228312000,254000,220.2475,220.64075093914352,0.3933,frog
Mayan,S_Mayan-1,America,233468000,233488000,20000,228.59340776107274,228.7325988275862,0.1392,frog
Mayan,S_Mayan-1,America,95994000,96178000,184000,99.72069405822936,99.81446357103371,0.0938,frog
Mayan,S_Mayan-1,America,96268000,96476000,208000,99.8567,99.9646427406199,0.1079,frog
Mayan,S_Mayan-1,America,121644000,121762000,118000,119.2468,119.36382696348174,0.117,frog
Mayan,S_Mayan-1,America,14034000,14106000,72000,20.25005357142857,20.31123205128205,0.0612,frog
Mayan,S_Mayan-1,America,92892000,92928000,36000,83.3873,83.41500411542101,0.0277,frog
Mayan,S_Mayan-1,America,107716000,107750000,34000,96.1225,96.22948519362187,0.107,frog
Mayan,S_Mayan-2,America,57588000,57776000,188000,75.36076511799409,75.70332402402403,0.3426,frog
Mayan,S_Mayan-2,America,61686000,61724000,38000,81.26743525698828,81.3131674850488,0.0457,frog
Mayan,S_Mayan-2,America,61918000,62102000,184000,81.8174,82.21785654205607,0.4005,frog
Mayan,S_Mayan-2,America,234962000,234990000,28000,235.43878010204082,235.47593333333333,0.0372,frog
Mayan,S_Mayan-2,America,7286000,7398000,112000,14.1683,14.337856086956522,0.1696,frog
Mayan,S_Mayan-2,America,19724000,19788000,64000,37.84947462686567,37.8842400862069,0.0348,frog
Mayan,S_Mayan-2,America,114596000,114636000,40000,122.84908422965115,122.91424302218115,0.0652,frog
Mayan,S_Mayan-2,America,114676000,114816000,140000,122.96214953753496,123.11523619002149,0.1531,frog
Mayan,S_Mayan-2,America,21936000,22158000,222000,33.390594589877836,33.51765723589001,0.1271,frog
Mayan,S_Mayan-2,America,41604000,41698000,94000,53.34378064516129,53.42366251241311,0.0799,frog
Mayan,S_Mayan-2,America,120214000,120390000,176000,119.99873932009011,120.14145214961307,0.1427,frog
Mayan,S_Mayan-2,America,98428000,98680000,252000,93.61478620689655,93.78196758620689,0.1672,frog
Mayan,S_Mayan-2,America,21262000,21358000,96000,37.19999900990099,37.26693864643582,0.0669,frog
Mayan,S_Mayan-2,America,22298000,22438000,140000,37.520999928469244,37.610528063974556,0.0895,frog
Mayan,S_Mayan-2,America,14026000,14110000,84000,32.934446996245306,32.981109072580644,0.0467,frog
Mayan,S_Mayan-2,America,48764000,48786000,22000,63.35337919254658,63.38958405063291,0.0362,frog
Mayan,S_Mayan-2,America,11796000,11824000,28000,22.720756481481484,22.82302270486753,0.1023,frog
Mayan,S_Mayan-2,America,12110000,12134000,24000,23.534276466836737,23.56949823529412,0.0352,frog
Mayan,S_Mayan-2,America,46780000,46880000,100000,65.2778712241118,65.3310253411306,0.0532,frog
Mayan,S_Mayan-2,America,228072000,228112000,40000,220.37377483059052,220.42787523302263,0.0541,frog
Mayan,S_Mayan-2,America,228248000,228352000,104000,220.57106283502085,220.65015603305787,0.0791,frog
Mayan,S_Mayan-2,America,18430000,18548000,118000,34.45450202377128,34.4894,0.0349,frog
Mayan,S_Mayan-2,America,55384000,55406000,22000,78.43849915966386,78.62211663778163,0.1836,frog
Mayan,S_Mayan-2,America,22566000,22594000,28000,6.191140392156862,6.244012955465587,0.0529,frog
Mayan,S_Mayan-2,America,4384000,4500000,116000,3.4213200763865825,3.4597,0.0384,frog
Mayan,S_Mayan-2,America,15950000,16004000,54000,26.586913,26.6876,0.1007,frog
Mayan,S_Mayan-2,America,26052000,26084000,32000,40.42274351297405,40.4500504,0.0273,frog
Mayan,S_Mayan-2,America,143718000,143856000,138000,138.7449,138.78179851532568,0.0369,frog
Mayan,S_Mayan-2,America,168862000,168896000,34000,162.3507833373875,162.39653894637817,0.0458,frog
Mayan,S_Mayan-2,America,121636000,121762000,126000,119.24505045045045,119.36382696348174,0.1188,frog
Mayan,S_Mayan-2,America,92444000,92524000,80000,90.62630869565217,90.66358647540983,0.0373,frog
Mayan,S_Mayan-2,America,138828000,138868000,40000,133.26332731092435,133.31475186246416,0.0514,frog
Mayan,S_Mayan-2,America,147320000,147346000,26000,148.30045883297646,148.37366742616035,0.0732,frog
Mayan,S_Mayan-2,America,26622000,26682000,60000,43.20352619808307,43.38361882640587,0.1801,frog
Mayan,S_Mayan-2,America,107716000,107746000,30000,96.1225,96.22870942622951,0.1062,frog
Mixe,B_Mixe-1,America,62026000,62102000,76000,82.07698486973948,82.21785654205607,0.1409,frog
Mixe,B_Mixe-1,America,235096000,235116000,20000,235.7631066993464,235.88102185430463,0.1179,frog
Mixe,B_Mixe-1,America,240868000,240900000,32000,248.86819300998573,248.90607075962538,0.0379,frog
Mixe,B_Mixe-1,America,6112000,6172000,60000,9.945123593466425,9.999619638242894,0.0545,frog
Mixe,B_Mixe-1,America,7230000,7252000,22000,14.060705220883534,14.1574,0.0967,frog
Mixe,B_Mixe-1,America,13214000,13254000,40000,26.410087091366304,26.46900065789474,0.0589,frog
Mixe,B_Mixe-1,America,113558000,113768000,210000,109.53099079354175,109.5655,0.0345,frog
Mixe,B_Mixe-1,America,71580000,71784000,204000,61.269033143252116,61.41773139111435,0.1487,frog
Mixe,B_Mixe-1,America,101154000,101214000,60000,98.73737647058823,98.82770882956879,0.0903,frog
Mixe,B_Mixe-1,America,101260000,101288000,28000,98.97055,99.05039310344827,0.0798,frog
Mixe,B_Mixe-1,America,97104000,97178000,74000,101.082695,101.12595092250922,0.0433,frog
Mixe,B_Mixe-1,America,97212000,97258000,46000,101.13606362424062,101.17518383458646,0.0391,frog
Mixe,B_Mixe-1,America,14006000,14126000,120000,32.890058106841614,33.07838372093023,0.1883,frog
Mixe,B_Mixe-1,America,77624000,77654000,30000,116.40000759723078,116.55012440944883,0.1501,frog
Mixe,B_Mixe-1,America,77720000,77754000,34000,116.79899355151515,116.91037669172931,0.1114,frog
Mixe,B_Mixe-1,America,228058000,228112000,54000,220.2475,220.42787523302263,0.1804,frog
Mixe,B_Mixe-1,America,73960000,74028000,68000,96.22594610169492,96.33520427872861,0.1093,frog
Mixe,B_Mixe-1,America,102854000,102966000,112000,105.1465,105.1991697836167,0.0527,frog
Mixe,B_Mixe-1,America,68336000,68446000,110000,74.1227001607717,74.15658849372385,0.0339,frog
Mixe,B_Mixe-1,America,92444000,92524000,80000,90.62630869565217,90.66358647540983,0.0373,frog
Mixe,B_Mixe-1,America,134098000,134164000,66000,125.44079904761905,125.48212788203753,0.0413,frog
Mixe,B_Mixe-1,America,138822000,138868000,46000,133.02146753048783,133.31475186246416,0.2933,frog
Mixe,B_Mixe-1,America,147312000,147420000,108000,148.26574372402328,148.49889906868452,0.2332,frog
Mixe,S_Mixe-2,America,61674000,61724000,50000,81.24887391304348,81.3131674850488,0.0643,frog
Mixe,S_Mixe-2,America,6112000,6172000,60000,9.945123593466425,9.999619638242894,0.0545,frog
Mixe,S_Mixe-2,America,7328000,7400000,72000,14.278858559176673,14.338232832080202,0.0594,frog
Mixe,S_Mixe-2,America,24054000,24076000,22000,7.205495106649938,7.25833051948052,0.0528,frog
Mixe,S_Mixe-2,America,101154000,101218000,64000,98.73737647058823,98.83536842827728,0.098,frog
Mixe,S_Mixe-2,America,13940000,14126000,186000,32.85341941908714,33.07838372093023,0.225,frog
Mixe,S_Mixe-2,America,48678000,48786000,108000,63.32879379795396,63.38958405063291,0.0608,frog
Mixe,S_Mixe-2,America,71144000,71170000,26000,87.23183835744284,87.30469496402877,0.0729,frog
Mixe,S_Mixe-2,America,228074000,228112000,38000,220.38110236966824,220.42787523302263,0.0468,frog
Mixe,S_Mixe-2,America,228248000,228474000,226000,220.57106283502085,220.8014,0.2303,frog
Mixe,S_Mixe-2,America,14314000,14392000,78000,27.027185338094174,27.156192368214004,0.129,frog
Mixe,S_Mixe-2,America,40676000,40702000,26000,53.48269328512397,53.52808449339207,0.0454,frog
Mixe,S_Mixe-2,America,134098000,134162000,64000,125.44079904761905,125.48195112521638,0.0412,frog
Mixe,S_Mixe-2,America,138828000,138868000,40000,133.26332731092435,133.31475186246416,0.0514,frog
Mixe,S_Mixe-2,America,14034000,14140000,106000,20.25005357142857,20.335820801364026,0.0858,frog
Mixe,S_Mixe-2,America,147316000,147420000,104000,148.28237162493863,148.49889906868452,0.2165,frog
Mixe,S_Mixe-2,America,13462000,13500000,38000,19.041837711069416,19.067936558139536,0.0261,frog
Mixe,S_Mixe-2,America,107718000,107744000,26000,96.12286359338061,96.19831660377358,0.0755,frog
Mixtec,S_Mixtec-1,America,30540000,30610000,70000,46.196204182509504,46.41835228519196,0.2221,frog
Mixtec,S_Mixtec-1,America,30660000,30686000,26000,46.49014987562189,46.53968691308691,0.0495,frog
Mixtec,S_Mixtec-1,America,62026000,62102000,76000,82.07698486973948,82.21785654205607,0.1409,frog
Mixtec,S_Mixtec-1,America,235096000,235116000,20000,235.7631066993464,235.88102185430463,0.1179,frog
Mixtec,S_Mixtec-1,America,13208000,13282000,74000,26.40248358778626,26.554271132238547,0.1518,frog
Mixtec,S_Mixtec-1,America,19726000,19788000,62000,37.85260190073918,37.8842400862069,0.0316,frog
Mixtec,S_Mixtec-1,America,114732000,114816000,84000,123.0377307913669,123.11523619002149,0.0775,frog
Mixtec,S_Mixtec-1,America,95870000,95962000,92000,93.75334904160823,93.818,0.0647,frog
Mixtec,S_Mixtec-1,America,94546000,94618000,72000,95.79132417061612,95.85154728033473,0.0602,frog
Mixtec,S_Mixtec-1,America,54968000,55012000,44000,40.73393509615385,40.760128299894404,0.0262,frog
Mixtec,S_Mixtec-1,America,97104000,97178000,74000,101.082695,101.12595092250922,0.0433,frog
Mixtec,S_Mixtec-1,America,97212000,97258000,46000,101.13606362424062,101.17518383458646,0.0391,frog
Mixtec,S_Mixtec-1,America,11796000,11824000,28000,22.720756481481484,22.82302270486753,0.1023,frog
Mixtec,S_Mixtec-1,America,228038000,228448000,410000,219.93557819905215,220.6773611111111,0.7418,frog
Mixtec,S_Mixtec-1,America,233468000,233488000,20000,228.59340776107274,228.7325988275862,0.1392,frog
Mixtec,S_Mixtec-1,America,19402000,19426000,24000,5.294635212489158,5.383759090909091,0.0891,frog
Mixtec,S_Mixtec-1,America,14314000,14340000,26000,27.027185338094174,27.081157675438597,0.054,frog
Mixtec,S_Mixtec-1,America,105630000,105694000,64000,110.26401450338601,110.30138861578266,0.0374,frog
Mixtec,S_Mixtec-1,America,121180000,121262000,82000,118.71731530382596,118.8462,0.1289,frog
Mixtec,S_Mixtec-1,America,29560000,29636000,76000,43.01162759295499,43.076,0.0644,frog
Mixtec,S_Mixtec-1,America,40676000,40706000,30000,53.48269328512397,53.5286,0.0459,frog
Mixtec,S_Mixtec-1,America,137890000,137950000,60000,131.3909,131.48574017735336,0.0948,frog
Mixtec,S_Mixtec-1,America,14034000,14142000,108000,20.25005357142857,20.37033086419753,0.1203,frog
Mixtec,S_Mixtec-1,America,125218000,125468000,250000,122.29429263157894,122.5152,0.2209,frog
Mixtec,S_Mixtec-1,America,147350000,147418000,68000,148.38880062287657,148.4911082278481,0.1023,frog
Mixtec,S_Mixtec-1,America,107716000,107744000,28000,96.1225,96.19831660377358,0.0758,frog
Mixtec,S_Mixtec-2,America,61266000,61348000,82000,80.48605993431856,80.52224757033248,0.0362,frog
Mixtec,S_Mixtec-2,America,61854000,61882000,28000,81.6890859967051,81.76814917188075,0.0791,frog
Mixtec,S_Mixtec-2,America,61918000,62102000,184000,81.8174,82.21785654205607,0.4005,frog
Mixtec,S_Mixtec-2,America,234882000,234904000,22000,235.0588858921162,235.2420476331361,0.1832,frog
Mixtec,S_Mixtec-2,America,123444000,123478000,34000,127.07147563025211,127.10599744360901,0.0345,frog
Mixtec,S_Mixtec-2,America,106560000,106580000,20000,103.1290621495327,103.32679563451777,0.1977,frog
Mixtec,S_Mixtec-2,America,105630000,105694000,64000,110.26401450338601,110.30138861578266,0.0374,frog
Mixtec,S_Mixtec-2,America,38474000,38698000,224000,54.64607217125382,54.843246625766874,0.1972,frog
Mixtec,S_Mixtec-2,America,73222000,73276000,54000,76.86270692771085,77.03799714285714,0.1753,frog
Mixtec,S_Mixtec-2,America,96412000,96476000,64000,99.9288,99.9646427406199,0.0358,frog
Mixtec,S_Mixtec-2,America,121180000,121418000,238000,118.71731530382596,118.8719422972973,0.1546,frog
Mixtec,S_Mixtec-2,America,68334000,68446000,112000,74.12248722382324,74.15658849372385,0.0341,frog
Mixtec,S_Mixtec-2,America,92444000,92524000,80000,90.62630869565217,90.66358647540983,0.0373,frog
Mixtec,S_Mixtec-2,America,17420000,17440000,20000,27.730553348729792,27.880776880984953,0.1502,frog
Piapoco,S_Piapoco-1,America,30660000,30686000,26000,46.49014987562189,46.53968691308691,0.0495,frog
Piapoco,S_Piapoco-1,America,61920000,62102000,182000,81.8711572407045,82.21785654205607,0.3467,frog
Piapoco,S_Piapoco-1,America,167594000,167630000,36000,164.56638996154626,164.67522388496224,0.1088,frog
Piapoco,S_Piapoco-1,America,192620000,192786000,166000,185.48459168900803,185.509532418813,0.0249,frog
Piapoco,S_Piapoco-1,America,7294000,7398000,104000,14.169313581037796,14.337856086956522,0.1685,frog
Piapoco,S_Piapoco-1,America,13220000,13254000,34000,26.411666727025803,26.46900065789474,0.0573,frog
Piapoco,S_Piapoco-1,America,19724000,19788000,64000,37.84947462686567,37.8842400862069,0.0348,frog
Piapoco,S_Piapoco-1,America,114748000,114816000,68000,123.06588893442623,123.11523619002149,0.0493,frog
Piapoco,S_Piapoco-1,America,36414000,36462000,48000,49.666955344116715,49.906558133773736,0.2396,frog
Piapoco,S_Piapoco-1,America,63192000,63214000,22000,52.794533333333334,52.854162406015035,0.0596,frog
Piapoco,S_Piapoco-1,America,77820000,77852000,32000,117.20338175182482,117.25138799765809,0.048,frog
Piapoco,S_Piapoco-1,America,11796000,11824000,28000,22.720756481481484,22.82302270486753,0.1023,frog
Piapoco,S_Piapoco-1,America,228058000,228112000,54000,220.2475,220.42787523302263,0.1804,frog
Piapoco,S_Piapoco-1,America,105650000,105694000,44000,110.26712133645955,110.30138861578266,0.0343,frog
Piapoco,S_Piapoco-1,America,4370000,4504000,134000,3.350822610483042,3.4619151113216486,0.1111,frog
Piapoco,S_Piapoco-1,America,37722000,37752000,30000,52.229644868035194,52.27057044167611,0.0409,frog
Piapoco,S_Piapoco-1,America,168862000,168908000,46000,162.3507833373875,162.4062642477876,0.0555,frog
Piapoco,S_Piapoco-1,America,172808000,172898000,90000,166.04136623821765,166.09777547169813,0.0564,frog
Piapoco,S_Piapoco-1,America,38658000,38686000,28000,54.74959230769231,54.77474157676349,0.0251,frog
Piapoco,S_Piapoco-1,America,121636000,121686000,50000,119.24505045045045,119.29883308051342,0.0538,frog
Piapoco,S_Piapoco-1,America,40676000,40706000,30000,53.48269328512397,53.5286,0.0459,frog
Piapoco,S_Piapoco-1,America,68336000,68440000,104000,74.1227001607717,74.15529253044654,0.0326,frog
Piapoco,S_Piapoco-1,America,134098000,134146000,48000,125.44079904761905,125.47181913664174,0.031,frog
Piapoco,S_Piapoco-1,America,137890000,137950000,60000,131.3909,131.48574017735336,0.0948,frog
Piapoco,S_Piapoco-1,America,138822000,138868000,46000,133.02146753048783,133.31475186246416,0.2933,frog
Piapoco,S_Piapoco-1,America,147312000,147420000,108000,148.26574372402328,148.49889906868452,0.2332,frog
Piapoco,S_Piapoco-1,America,13462000,13500000,38000,19.041837711069416,19.067936558139536,0.0261,frog
Piapoco,S_Piapoco-1,America,107716000,107744000,28000,96.1225,96.19831660377358,0.0758,frog
Piapoco,S_Piapoco-2,America,62026000,62102000,76000,82.07698486973948,82.21785654205607,0.1409,frog
Piapoco,S_Piapoco-2,America,6128000,6172000,44000,9.96144318488529,9.999619638242894,0.0382,frog
Piapoco,S_Piapoco-2,America,7286000,7398000,112000,14.1683,14.337856086956522,0.1696,frog
Piapoco,S_Piapoco-2,America,95870000,95976000,106000,93.75334904160823,93.87507484662576,0.1217,frog
Piapoco,S_Piapoco-2,America,120214000,120390000,176000,119.99873932009011,120.14145214961307,0.1427,frog
Piapoco,S_Piapoco-2,America,98770000,98818000,48000,106.0487,106.0904555353902,0.0418,frog
Piapoco,S_Piapoco-2,America,21262000,21356000,94000,37.19999900990099,37.26528612634267,0.0653,frog
Piapoco,S_Piapoco-2,America,22298000,22436000,138000,37.520999928469244,37.609131934258194,0.0881,frog
Piapoco,S_Piapoco-2,America,19444000,19474000,30000,40.3470487804878,40.40275852782765,0.0557,frog
Piapoco,S_Piapoco-2,America,228018000,228054000,36000,219.88203881469116,219.96464622852875,0.0826,frog
Piapoco,S_Piapoco-2,America,228156000,228290000,134000,220.5454,220.63007909967845,0.0847,frog
Piapoco,S_Piapoco-2,America,235426000,235468000,42000,232.66657112676057,232.74009262097655,0.0735,frog
Piapoco,S_Piapoco-2,America,18350000,18548000,198000,34.42099787657598,34.4894,0.0684,frog
Piapoco,S_Piapoco-2,America,18362000,18438000,76000,3.058430215827338,3.1864203627370156,0.128,frog
Piapoco,S_Piapoco-2,America,14314000,14382000,68000,27.027185338094174,27.12686992481203,0.0997,frog
Piapoco,S_Piapoco-2,America,168862000,168894000,32000,162.3507833373875,162.39541006585137,0.0446,frog
Piapoco,S_Piapoco-2,America,163306000,163334000,28000,162.18477957911145,162.22618703460358,0.0414,frog
Piapoco,S_Piapoco-2,America,40680000,40706000,26000,53.49371684370258,53.5286,0.0349,frog
Piapoco,S_Piapoco-2,America,139076000,139146000,70000,133.60335214592274,133.6465160186625,0.0432,frog
Piapoco,S_Piapoco-2,America,125218000,125468000,250000,122.29429263157894,122.5152,0.2209,frog
